identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY01-09-2026PE24000.00,Index Options,NIFTY,01-Sep-2026,Put,24000,25.9,11947246,312880.451871,246529,24080.4,25.423728813559322
OPTIDXNIFTY01-09-2026PE24050.00,Index Options,NIFTY,01-Sep-2026,Put,24050,41.0,9781675,352110.954975,131067,24080.4,43.1064572425829
OPTIDXNIFTY01-09-2026PE24100.00,Index Options,NIFTY,01-Sep-2026,Put,24100,62.5,8664178,428967.784869,156618,24080.4,56.83814303638645
OPTIDXNIFTY01-09-2026CE24100.00,Index Options,NIFTY,01-Sep-2026,Call,24100,62.1,8631448,428132.76797199994,153777,24080.4,-63.56702845409211
OPTIDXNIFTY01-09-2026CE24200.00,Index Options,NIFTY,01-Sep-2026,Call,24200,25.6,6612183,167189.047155,193831,24080.4,-75.56085918854416
OPTIDXNIFTY01-09-2026CE24050.00,Index Options,NIFTY,01-Sep-2026,Call,24050,90.25,5597335,361461.9009625,67115,24080.4,-56.890374970145686
OPTIDXNIFTY01-09-2026CE24150.00,Index Options,NIFTY,01-Sep-2026,Call,24150,40.6,5533500,202426.497,106621,24080.4,-69.94818652849742
OPTIDXNIFTY01-09-2026PE23900.00,Index Options,NIFTY,01-Sep-2026,Put,23900,9.2,4806900,57646.74825,139435,24080.4,-12.380952380952381
OPTIDXNIFTY01-09-2026PE23950.00,Index Options,NIFTY,01-Sep-2026,Put,23950,15.45,4610145,82196.5802775,99515,24080.4,5.821917808219178
OPTIDXNIFTY01-09-2026CE24000.00,Index Options,NIFTY,01-Sep-2026,Call,24000,124.75,4527535,376573.19609,65170,24080.4,-50.34825870646766
OPTIDXNIFTY01-09-2026CE24300.00,Index Options,NIFTY,01-Sep-2026,Call,24300,9.8,4521751,52581.1815035,224201,24080.4,-83.00086730268863
OPTIDXNIFTY01-09-2026CE24250.00,Index Options,NIFTY,01-Sep-2026,Call,24250,15.8,3724872,64984.116912,122342,24080.4,-80.02528445006321
OPTIDXNIFTY01-09-2026PE23800.00,Index Options,NIFTY,01-Sep-2026,Put,23800,3.55,3187671,17694.761721,144304,24080.4,-42.74193548387097
OPTIDXNIFTY01-09-2026PE24150.00,Index Options,NIFTY,01-Sep-2026,Put,24150,90.85,3128153,208779.187526,65047,24080.4,68.39666357738646
OPTIDXNIFTY01-09-2026CE24400.00,Index Options,NIFTY,01-Sep-2026,Call,24400,4.5,3015482,15994.116527999999,196560,24080.4,-84.21052631578948
OPTIDXNIFTY01-09-2026PE24200.00,Index Options,NIFTY,01-Sep-2026,Put,24200,125.5,2804711,248100.52799349997,86424,24080.4,74.06380027739252
OPTIDXNIFTY01-09-2026CE24350.00,Index Options,NIFTY,01-Sep-2026,Call,24350,6.35,2652318,20446.719462,142737,24080.4,-84.49328449328449
OPTIDXNIFTY01-09-2026PE23850.00,Index Options,NIFTY,01-Sep-2026,Put,23850,5.4,2617577,20672.3143575,84419,24080.4,-33.333333333333336
OPTIDXNIFTY01-09-2026CE24500.00,Index Options,NIFTY,01-Sep-2026,Call,24500,2.7,2499631,6823.99263,261562,24080.4,-79.85074626865672
OPTIDXNIFTY01-09-2026CE24450.00,Index Options,NIFTY,01-Sep-2026,Call,24450,3.15,1626972,6133.68444,99890,24080.4,-83.76288659793815
