symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
PVRINOX,1198.1,14,18.59440732491957,18.78,20.22,46.02,,16.82,37.42698712277104,1141.96,1258.0,False,0,Strong buy,Consumer Services
ZFCVINDIA,2672.7,14,14.634355565086848,14.82,13.23,64.58,,13.89,72.11913920742097,2564.52,2806.34,False,0,Strong buy,Producer Manufacturing
BLUEJET,607.25,14,3.273809523809524,3.46,1.59,54.1,,29.93,21.63341284979779,574.8,637.61,False,0,Strong buy,Health Technology
GRASIM,3278.7,14,6.472040007793717,6.66,7.45,62.72,-3.18,17.04,76.30330129791706,3164.25,3442.64,False,0,Strong buy,Non-Energy Minerals
RISHABH,665.75,14,0.2635542168674699,0.45,1.24,49.87,,5.72,33.05601428490412,616.17,699.04,False,0,Buy,Producer Manufacturing
JLHL,318.2,14,1.9087881117089351,2.1,0.23,63.26,,10.73,11.34561329275445,301.18,334.11,False,0,Buy,Health Services
TBOTEK,1708.2,14,17.563661390227118,17.75,10.31,50.64,,9.78,59.979767851324105,1618.23,1793.61,False,0,Strong buy,Technology Services
STYLAMIND,3736.4,14,15.001538935056942,15.19,15.0,50.65,,11.07,154.77283608187614,3504.24,3923.22,False,0,Strong buy,Non-Energy Minerals
PLAZACABLE,52.38,14,23.6543909348442,23.84,24.63,44.15,,24.09,2.3163915567375297,48.91,55.0,False,0,Buy,Producer Manufacturing
WENDT,8055.0,14,3.269230769230769,3.46,4.25,55.61,,31.41,238.74125510606103,7696.89,8457.75,False,0,Buy,Producer Manufacturing
KMEW,2706.2,14,11.918941273779977,12.11,12.9,45.32,,10.85,129.47656113074467,2511.99,2841.51,False,0,Buy,Producer Manufacturing
CYBERMEDIA,16.23,14,10.03389830508475,10.22,11.66,70.5,,40.54,0.785960215805196,15.05,17.04,False,0,Buy,Consumer Services
PITTIENG,1035.8,14,8.585805640004192,8.78,9.57,62.33,,18.12,34.80086961941812,983.6,1087.59,False,0,Buy,Producer Manufacturing
GAEL,177.76,14,19.79243884358785,19.98,21.42,41.39,,11.39,6.811985280958319,167.54,186.65,False,0,Strong buy,Consumer Non-Durables
URBANCO,144.97,14,9.073809344669328,9.26,1.82,80.46,,38.77,5.1863027039180825,137.19,152.22,False,0,Strong buy,Technology Services
IIFL,622.35,14,9.57830794964345,9.77,7.69,53.79,,12.86,17.25521859611661,596.47,653.47,False,0,Buy,Finance
SHAREINDIA,178.08,14,3.2527396068881624,3.44,1.36,60.48,,18.49,7.148679973094987,167.36,186.98,False,0,Buy,Finance
SMARTWORKS,508.5,14,10.064935064935066,10.25,10.06,59.87,,25.22,17.939199937184462,481.59,533.93,False,0,Strong buy,Finance
APARINDS,17214.0,14,21.24242851105789,21.43,13.99,40.01,,7.27,783.2721441468036,16039.09,18074.7,False,0,Strong buy,Electronic Technology
ETERNAL,315.9,13,10.069686411149815,10.26,2.82,56.87,0.86,16.64,8.264839900928704,303.5,331.7,False,0,Buy,Technology Services
