symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,215.9,182.0,182.0,,,,False,180653.6,0.828,5.146,,4411
21STCENMGM,46.49,37.92,30.6,,,,False,12122.3,0.348,6.514,,2129
360ONE,1222.9,1113.5,1060.6,,,,False,925199.75,0.583,3.763,,1718
3BBLACKBIO,1303.4,1099.5,1099.5,,,,False,11217.0,0.981,3.483,,89
3IINFOLTD,27.8,21.13,17.0,,,,False,1374850.25,0.307,4.986,,5270
3MINDIA,37300.0,33290.0,32175.0,,,,False,4055.35,0.317,4.794,,5996
3PLAND,33.0,31.33,30.22,33.0,31.33,20.0,False,5563.5,0.41,1.86,-3.061,4550
5PAISA,416.95,344.0,320.05,,,,False,78675.85,0.387,4.388,,2169
63MOONS,957.95,753.0,650.0,,,,False,1635397.2,0.139,5.531,,5230
A2ZINFRA,17.95,12.32,12.0,,,,False,665548.05,0.554,6.607,,3868
AAATECH,101.98,87.26,85.0,,,,False,29049.3,0.404,3.567,,1431
AADHARHFC,517.8,459.3,459.3,,,,False,396262.0,1.366,4.559,,569
AAKASH,9.59,8.06,8.06,,,,False,142215.2,0.66,4.175,,2047
AAREYDRUGS,87.5,74.1,73.41,,,,False,131915.25,0.843,3.026,,1250
AARNAV,36.9,28.66,23.51,,,,False,62399.7,0.195,3.586,,122
AARON,147.89,127.45,111.15,,,,False,20785.25,0.331,3.239,,1959
AARTECH,53.36,45.0,44.85,,,,False,90165.05,0.252,3.096,,774
AARTIDRUGS,453.65,404.5,366.8,,,,False,232108.1,0.514,3.603,,5680
AARTIIND,551.75,476.8,454.5,,,,False,1929223.9,0.674,4.23,,6001
AARTIPHARM,932.6,650.8,639.35,,,,False,1339578.2,0.289,5.865,,884
AARTISURF,677.7,383.05,361.6,,,,False,103259.55,0.173,6.487,,1517
AARVI,164.9,147.55,135.54,,,,False,39702.45,0.798,3.096,,2195
AASTHA,92.09,70.0,70.0,,,,False,1494588.05,0.209,6.964,,37
AATMAJ,20.5,17.8,16.7,,,,False,4000.0,1.0,5.074,,779
AAVAS,1453.2,1310.1,1310.1,,,,False,73859.25,1.246,3.985,,1950
ABAN,20.11,14.71,12.89,,,,False,42416.6,0.149,12.706,,5967
ABANSENT,32.79,25.05,25.05,,,,False,10296.3,0.172,4.977,,89
ABB,7894.5,7085.0,6715.5,,,,False,282077.25,0.631,5.346,,6001
ABBOTINDIA,28635.0,25905.0,25200.0,,,,False,9314.5,1.179,5.25,,5971
ABCAPITAL,430.7,389.75,368.6,,,,False,4035161.15,0.979,4.465,,2222
ABCOTS,225.0,196.81,196.81,,,,False,16619.4,0.405,3.469,,1133
ABDL,655.0,584.3,580.0,,,,False,388639.2,2.88,3.011,,536
ABFRL,64.1,53.55,53.55,,,,False,7893152.65,0.376,5.743,,3235
ABINFRA,14.44,9.8,9.78,,,,False,10674319.2,0.222,4.265,,1750
ABLBL,97.4,84.24,84.24,,,,False,1150645.95,0.311,6.867,,294
ABMINTLLTD,72.8,41.36,39.15,,,,False,6553.3,0.3,5.907,,2510
ABMKNO,205.0,182.5,182.5,,,,False,1496.55,0.678,3.103,,89
ABREL,1486.0,1364.9,1258.2,1486.0,1364.9,20.0,False,219085.2,0.54,2.472,-5.249,7693
ABSLAMC,1045.0,989.8,973.3,1045.0,989.8,20.0,False,171022.85,0.708,2.53,-4.134,1208
ABSMARINE,249.95,212.9,212.9,,,,False,41125.0,0.997,4.136,,562
ACC,1413.9,1286.0,1286.0,,,,False,165016.0,0.448,6.213,,5998
ACCELYA,1175.0,1126.0,1085.9,1175.0,1126.0,20.0,False,5123.2,0.515,2.924,-3.421,5998
ACCENTMIC,608.95,489.0,433.05,,,,False,52300.0,1.243,7.157,,663
ACCURACY,5.02,4.45,4.45,,,,False,54378.95,1.135,3.129,,2008
ACE,1196.0,1032.6,931.15,,,,False,417022.45,0.398,4.181,,4914
ACEINTEG,19.94,16.98,16.98,19.94,16.98,20.0,False,4397.15,2.673,2.914,-13.691,2252
ACGL,1834.2,1715.5,1715.5,,,,False,525.33,0.194,2.082,,6
ACI,569.6,484.05,484.05,,,,False,309583.2,3.063,5.815,,932
ACL,49.0,44.0,44.0,49.0,44.0,20.0,False,13852.25,1.493,2.95,-9.592,3898
ACMESOLAR,411.5,347.8,327.0,,,,False,2279894.85,0.825,4.8,,444
ACSTECH,54.77,39.15,35.48,,,,False,373557.4,0.759,5.396,,89
ACUTAAS,3399.8,3025.0,2962.3999,,,,False,313345.0,1.307,3.096,,1227
ADANIENSOL,1682.0,1527.0,1465.0,,,,False,2085681.55,0.98,3.358,,2735
ADANIENT,3110.0,2932.8,2932.8,3110.0,2932.8,20.0,True,1063938.65,1.901,2.888,0.0,6000
ADANIGREEN,1427.0,1281.1,1281.1,,,,False,1490708.0,1.634,4.709,,2025
ADANIPORTS,1792.0,1640.4,1640.4,,,,False,2153791.65,0.602,5.643,,4624
ADANIPOWER,215.11,201.43,201.43,,,,False,13976790.05,1.019,3.377,,4201
ADDIND,93.99,71.05,71.05,,,,False,1529.5,0.744,2.09,,6
ADFFOODS,307.95,255.85,255.85,,,,False,212977.9,0.756,5.725,,3937
ADL,82.85,66.0,66.0,,,,False,1285.3,0.589,4.253,,1460
ADOR,1701.9,1402.0,1164.1,,,,False,45051.3,0.66,4.638,,5998
ADROITINFO,10.99,9.09,8.36,,,,False,37636.0,0.267,3.216,,2684
ADSL,120.0,103.55,103.55,,,,False,97307.6,0.644,5.474,,4710
ADVAIT,2442.0,2053.0,2050.0,,,,False,52832.65,0.351,4.617,,150
ADVANCE,141.5,112.51,93.77,,,,False,569442.85,0.224,4.961,,220
ADVANIHOTR,53.6,49.0,49.0,,,,False,36862.3,0.421,3.363,,4731
ADVENTHTL,152.5,130.05,130.05,,,,False,175593.25,9.852,4.621,,197
ADVENZYMES,343.0,291.05,291.05,,,,False,370543.3,0.578,5.221,,2490
ADVIKCA,1.26,1.16,1.16,,,,False,184450.0,1.419,1.875,,6
AEGISLOG,1497.8,1222.3,981.55,,,,False,1130549.7,0.506,3.609,,5995
AEGISVOPAK,306.55,262.95,227.04,,,,False,970201.2,0.361,3.729,,310
AEPL,17.42,13.3,13.3,,,,False,88325.25,0.119,3.792,,114
AEQUS,271.21,215.0,196.21,,,,False,3367825.05,0.556,5.215,,178
AEROENTER,143.99,118.01,106.03,,,,False,645446.7,1.046,3.659,,932
AEROFLEX,511.0,413.6,396.1,,,,False,1412132.75,0.671,4.526,,739
AERONEU,91.01,80.01,80.01,91.01,80.01,20.0,False,51508.15,0.092,2.548,-6.999,894
AEROPLANE,206.9,171.52,126.54,,,,False,541615.35,1.276,3.664,,102
AETHER,1692.0,1452.0,1135.0,,,,False,400025.95,0.551,4.65,,1048
AFCONS,290.9,259.1,259.1,,,,False,1231349.45,3.237,3.253,,451
AFFLE,1748.2,1578.0,1390.5,1748.2,1578.0,20.0,False,239096.3,0.557,2.953,-2.139,1745
AFFORDABLE,200.2,160.05,160.05,,,,False,16707.05,0.656,4.677,,456
AFIL,10.73,8.8,8.8,,,,False,780731.0,1.127,3.416,,540
AFSL,223.0,201.0,201.0,,,,False,24469.2,0.27,3.726,,907
AGARIND,534.8,465.5,465.5,,,,False,44589.9,1.479,4.408,,3024
AGARWALEYE,567.75,473.95,438.85,,,,False,2703686.6,0.042,5.22,,385
AGARWALFT,39.45,33.25,28.55,,,,False,4875.0,0.0,6.454,,861
AGI,772.0,698.0,657.5,,,,False,174770.6,1.164,3.352,,6000
AGIIL,324.5,280.8,280.8,,,,False,1354551.4,0.293,4.557,,528
AGL,15.9,12.1,12.03,,,,False,4580143.9,1.189,4.055,,38
AGNI,17.5,15.15,15.15,,,,False,9500.0,0.526,4.165,,1004
AGRITECH,115.4,100.0,100.0,,,,False,2993.0,0.254,4.013,,3102
AGROPHOS,29.99,25.11,25.11,,,,False,22328.85,1.528,3.731,,2337
AGSTRA,2.28,1.92,1.92,,,,False,185865.25,1.026,3.938,,1131
AGUL,65.7,53.65,49.6,,,,False,1700.0,0.0,8.014,,825
AHCL,16.19,13.81,13.81,,,,False,3787597.85,0.366,4.7,,245
AHIMSA,28.5,24.7,24.7,,,,False,11400.0,7.895,13.641,,2317
AHLADA,43.71,35.8,35.7,,,,False,24959.95,0.486,3.213,,1945
AHLEAST,145.8,136.21,136.21,145.8,136.21,20.0,False,2215.3,0.014,2.184,-3.827,3959
AHLUCONT,848.0,643.5,643.5,,,,False,78511.9,1.542,6.223,,4125
AHLWEST,577.5,511.05,511.05,577.5,511.05,20.0,False,426.8,0.382,2.862,-7.255,3964
AIAENG,4885.8999,4245.0,4245.0,,,,False,58778.65,0.419,4.217,,5107
