date,symbol,subject,details,category
28-Aug-2026 05:58:22,EBGNG,Outcome of Board Meeting,"GNG Electronics Limited has informed the Exchange regarding Revised Outcome of Board Meeting held on August 27, 2026.",Outcome of Board Meeting
28-Aug-2026 01:02:01,SMARTWORKS,Copy of Newspaper Publication,"Smartworks Coworking Spaces Limited has informed the Exchange regarding Corrigendum to Cover Letter dated August 26, 2026 for Submission of copies of Newspaper Publication - Pre-Dispatch   Notice of 11th (Eleventh) Annual General Meeting to be held through Video Conference (VC)/ Other Audio Visual M",Copy of Newspaper Publication
28-Aug-2026 01:00:10,ASAHIINDIA,General Updates,Asahi India Glass Limited has informed the Exchange about Communication sent to Shareholders.,General Updates
28-Aug-2026 00:53:17,OLAELEC,Updates,Ola Electric Mobility Limited has informed the Exchange regarding 'General Update - Social Media Post By The Promoter And Chairman & Managing Director Of The Company'.,Updates
27-Aug-2026 23:59:02,ASAHIINDIA,General Updates,BRSR FY 2025-26,General Updates
27-Aug-2026 23:55:35,PACEDIGITK,Updates,"Pace Digitek Limited has informed the Exchange regarding 'Pursuant to Regulation 30 read with Regulation 36(1)(b) of the SEBI Listing Regulations, a letter providing a weblink of the Annual Report for Financial Year 2025-26, is being sent to those shareholders who have not registered their e-mail ad",Updates
27-Aug-2026 23:43:09,ASAHIINDIA,Shareholders meeting,"Asahi India Glass Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 18, 2026",Shareholders meeting
27-Aug-2026 23:40:07,PACEDIGITK,Shareholders meeting,"Pace Digitek Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 21, 2026",Shareholders meeting
27-Aug-2026 23:28:23,MANYAVAR,Analysts/Institutional Investor Meet/Con. Call Updates,Vedant Fashions Limited has informed the Exchange about a schedule of meetings with the Institutional Investor(s) / Analyst(s) vide the enclosed Letter.,Analysts/Institutional Investor Meet/Con. Call Updates
27-Aug-2026 23:27:14,TARC,Shareholders meeting,"TARC Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 19, 2026",Shareholders meeting
27-Aug-2026 23:24:08,PARADEEP,Analysts/Institutional Investor Meet/Con. Call Updates,Paradeep Phosphates Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
27-Aug-2026 23:12:36,METROPOLIS,Analysts/Institutional Investor Meet/Con. Call Updates,Metropolis Healthcare Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
27-Aug-2026 23:04:02,NESTLEIND,Acquisition,Nestle India Limited has informed the Exchange about Execution of Share Subscription and Shareholders  Agreement on 27th August 2026,Acquisition
27-Aug-2026 23:00:22,RAILTEL,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Railtel Corporation Of India Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company
27-Aug-2026 22:58:08,RAILTEL,Action(s) taken or orders passed,Railtel Corporation Of India Limited has informed the Exchange about Action(s) taken or orders passed,Action(s) taken or orders passed
27-Aug-2026 22:55:00,IDFCFIRSTB,Credit Rating- New,IDFC First Bank Limited has informed the Exchange about Credit Rating- New,Credit Rating- New
27-Aug-2026 22:50:31,DREAMFOLKS,General Updates,Notice and Business Responsibility and Sustainability Report forming part of Annual Report relating to 18th Annual General Meeting is attached herewith,General Updates
27-Aug-2026 22:39:28,DREAMFOLKS,Shareholders meeting,"Dreamfolks Services Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 28, 2026",Shareholders meeting
27-Aug-2026 22:36:07,TATASTEEL,Acquisition,Tata Steel Limited has informed the Exchange about acquisition of equity stake in T Steel Holdings Pte. Ltd,Acquisition
27-Aug-2026 22:30:07,DREAMFOLKS,General Updates,"Intimation under Regulation 30 read with Schedule III of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Letter to Members is attached herewith.",General Updates
