identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY04-08-2026PE24500.00,Index Options,NIFTY,04-Aug-2026,Put,24500,0.05,26288080,587288.85124,127421,24614.9,-99.82728842832469
OPTIDXNIFTY04-08-2026CE24600.00,Index Options,NIFTY,04-Aug-2026,Call,24600,14.9,25976250,398475.675,164411,24614.9,-67.25274725274726
OPTIDXNIFTY04-08-2026PE24450.00,Index Options,NIFTY,04-Aug-2026,Put,24450,0.1,23597300,361982.582,189760,24614.9,-99.4550408719346
OPTIDXNIFTY04-08-2026CE24500.00,Index Options,NIFTY,04-Aug-2026,Call,24500,114.7,20793042,616035.455334,112929,24614.9,9.290138161029061
OPTIDXNIFTY04-08-2026PE24400.00,Index Options,NIFTY,04-Aug-2026,Put,24400,0.05,20309943,163698.14058,124370,24614.9,-99.6
OPTIDXNIFTY04-08-2026CE24550.00,Index Options,NIFTY,04-Aug-2026,Call,24550,64.8,18112152,371199.49916400004,84875,24614.9,-9.37062937062937
OPTIDXNIFTY04-08-2026PE24600.00,Index Options,NIFTY,04-Aug-2026,Put,24600,0.05,17466099,617260.6717095,227055,24614.9,-99.92774566473989
OPTIDXNIFTY04-08-2026CE24650.00,Index Options,NIFTY,04-Aug-2026,Call,24650,0.05,17035749,147938.444316,169541,24614.9,-99.82014388489209
OPTIDXNIFTY04-08-2026PE24550.00,Index Options,NIFTY,04-Aug-2026,Put,24550,0.1,16576099,472137.027817,115785,24614.9,-99.78142076502732
OPTIDXNIFTY04-08-2026CE24700.00,Index Options,NIFTY,04-Aug-2026,Call,24700,0.05,13335761,60937.7598895,131345,24614.9,-99.70238095238095
OPTIDXNIFTY04-08-2026PE24350.00,Index Options,NIFTY,04-Aug-2026,Put,24350,0.05,11285473,43353.1445295,58547,24614.9,-99.47368421052632
OPTIDXNIFTY04-08-2026PE24300.00,Index Options,NIFTY,04-Aug-2026,Put,24300,0.05,9358119,17944.1931825,69211,24614.9,-99.34640522875817
OPTIDXNIFTY04-08-2026CE24450.00,Index Options,NIFTY,04-Aug-2026,Call,24450,164.85,8832896,383811.41344,60985,24614.9,14.122533748701972
OPTIDXNIFTY04-08-2026CE24750.00,Index Options,NIFTY,04-Aug-2026,Call,24750,0.05,6887196,16205.572188,61606,24614.9,-99.54545454545455
OPTIDXNIFTY04-08-2026CE24800.00,Index Options,NIFTY,04-Aug-2026,Call,24800,0.05,6875649,9340.5691665,111408,24614.9,-99.30555555555556
OPTIDXNIFTY04-08-2026PE24250.00,Index Options,NIFTY,04-Aug-2026,Put,24250,0.05,5815241,6463.6403715,53523,24614.9,-99.2
OPTIDXNIFTY04-08-2026PE24650.00,Index Options,NIFTY,04-Aug-2026,Put,24650,35.0,5463913,301632.5852085,26553,24614.9,-65.63573883161511
OPTIDXNIFTY04-08-2026PE24200.00,Index Options,NIFTY,04-Aug-2026,Put,24200,0.05,5255678,4065.2669330000003,91614,24614.9,-99.09909909909909
OPTIDXNIFTY04-08-2026CE24400.00,Index Options,NIFTY,04-Aug-2026,Call,24400,215.0,4053951,277340.9227875,37658,24614.9,13.967664988073151
OPTIDXNIFTY04-08-2026CE24850.00,Index Options,NIFTY,04-Aug-2026,Call,24850,0.05,3214984,2883.8406480000003,59807,24614.9,-98.9247311827957
