identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY29-09-2026PE23200.00,Index Options,NIFTY,29-Sep-2026,Put,23200,184.45,3172255,238693.15522,74653.0,23063.1,466.6666666666667
OPTIDXNIFTY29-09-2026CE23200.00,Index Options,NIFTY,29-Sep-2026,Call,23200,79.8,2435670,186657.57045,183835.0,23063.1,-71.7971373034105
OPTIDXNIFTY29-09-2026PE23000.00,Index Options,NIFTY,29-Sep-2026,Put,23000,87.25,2432163,101826.1522395,180885.38461538462,23063.1,541.5441176470588
OPTIDXNIFTY29-09-2026PE23100.00,Index Options,NIFTY,29-Sep-2026,Put,23100,129.85,2164328,135673.065008,116708.0,23063.1,531.8734793187348
OPTIDXNIFTY29-09-2026CE23300.00,Index Options,NIFTY,29-Sep-2026,Call,23300,48.15,2099257,103348.52136700001,179324.0,23063.1,-76.30996309963099
OPTIDXNIFTY29-09-2026CE23250.00,Index Options,NIFTY,29-Sep-2026,Call,23250,61.8,1815098,115550.953778,151988.0,23063.1,-74.48916408668731
OPTIDXNIFTY29-09-2026PE23250.00,Index Options,NIFTY,29-Sep-2026,Put,23250,216.05,1682671,143563.807049,54518.0,23063.1,424.3932038834951
OPTIDXNIFTY29-09-2026PE23300.00,Index Options,NIFTY,29-Sep-2026,Put,23300,251.0,1573261,163435.072463,85370.0,23063.1,377.18631178707227
OPTIDXNIFTY29-09-2026CE23400.00,Index Options,NIFTY,29-Sep-2026,Call,23400,28.3,1514805,42929.5737,161881.0,23063.1,-78.99814471243043
OPTIDXNIFTY29-09-2026PE23150.00,Index Options,NIFTY,29-Sep-2026,Put,23150,154.75,1490453,100696.49513299999,27152.0,23063.1,499.8062015503876
OPTIDXNIFTY29-09-2026CE23500.00,Index Options,NIFTY,29-Sep-2026,Call,23500,16.95,1321364,21145.788092,208801.0,23063.1,-79.3418647166362
OPTIDXNIFTY29-09-2026PE23050.00,Index Options,NIFTY,29-Sep-2026,Put,23050,106.5,1149168,61392.576648,42936.0,23063.1,549.390243902439
OPTIDXNIFTY29-09-2026CE24000.00,Index Options,NIFTY,29-Sep-2026,Call,24000,3.15,1144027,2907.5446205000003,298613.0,23063.1,-35.05154639175258
OPTIDXNIFTY29-09-2026PE22800.00,Index Options,NIFTY,29-Sep-2026,Put,22800,37.25,1096849,20739.769316500002,110087.0,23063.1,424.6478873239437
OPTIDXNIFTY29-09-2026CE23100.00,Index Options,NIFTY,29-Sep-2026,Call,23100,124.1,1078170,109067.138115,108764.0,23063.1,-66.60387513455328
OPTIDXNIFTY29-09-2026PE22900.00,Index Options,NIFTY,29-Sep-2026,Put,22900,57.95,1045455,29519.46738,86748.0,23063.1,533.3333333333334
OPTIDXNIFTY29-09-2026CE23600.00,Index Options,NIFTY,29-Sep-2026,Call,23600,10.3,966911,8792.6051785,124349.0,23063.1,-77.00892857142857
OPTIDXNIFTY29-09-2026PE22500.00,Index Options,NIFTY,29-Sep-2026,Put,22500,12.25,963128,6573.3486,136722.0,23063.1,210.126582278481
OPTIDXNIFTY29-09-2026CE23350.00,Index Options,NIFTY,29-Sep-2026,Call,23350,37.4,881643,32361.1471365,68324.0,23063.1,-77.63826606875934
OPTIDXNIFTY29-09-2026PE22000.00,Index Options,NIFTY,29-Sep-2026,Put,22000,3.9,859869,2218.8919545,186656.0,23063.1,77.27272727272727
